"x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"761","LANDSER","0","2","2","1","3","4","0","0","3","6","3","7","0","0","3","4","4","5","0","0","1","2","2","4","2","0","1","1","3","1","0","0","3","2","3","5","0","0","3","1","7","6","0","0","3","2","5","2","0","0","2","2","4","3","0","0","4","4","6","5","0","0","6","3","6","5","0","0","3","2","5","4"
"762","LA PETITE PIERRE","5","5","12","7","21","14","2","0","10","3","15","4","1","3","10","5","13","10","4","1","6","9","14","15","7","0","11","9","21","10","1","3","9","5","11","8","4","2","10","3","14","10","4","2","9","5","15","9","5","0","5","2","12","5","4","0","4","5","11","6","2","0","4","5","7","8","3","3","9","11","14","15"
"763","LAUTENBACHZELL","0","1","1","1","1","2","0","1","1","2","1","4","0","0","1","1","1","1","0","0","0","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","2","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","1","0","1","1","1","0","0","1","1","1","0","0","1","0","1","0"
"764","LA VALCELLE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"765","LA WANTZENAU","0","0","5","7","5","7","0","1","5","5","5","11","0","0","4","3","7","3","0","1","6","3","6","5","0","0","4","0","4","2","1","0","4","4","8","4","1","0","5","6","9","6","1","0","4","2","7","3","1","0","6","5","7","5","0","0","3","9","3","12","0","0","5","0","6","4","0","2","3","8","5","11"
"766","LEIMBACH","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"767","LEUTENHEIM","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"768","LEVONCOURT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","1","0","1","0","0","0","0","0","0","0"
"769","LICHTENBERG","0","0","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"770","LIEBENSWILLER","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"771","LIEBSDORF","2","0","16","11","23","15","2","6","18","12","23","23","3","4","20","10","24","17","2","2","23","17","30","32","1","4","11","8","15","15","2","2","22","22","27","30","1","2","17","19","21","24","1","3","23","17","26","22","3","4","20","22","27","26","3","2","16","16","23","22","2","1","8","13","15","20","3","4","16","19","21","25"
"772","LIMERSHEIM","0","0","5","4","5","4","1","0","2","1","3","1","0","0","2","2","2","2","0","0","1","1","1","1","0","0","5","3","5","3","1","0","9","4","10","4","2","0","6","5","8","5","0","0","4","2","4","2","1","0","4","1","5","1","1","0","3","0","4","0","1","0","2","3","3","3","1","0","1","2","2","2"
"773","LINSDORF","0","0","3","1","3","1","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"774","LITTENHEIM","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","2","0","2","0","0","0","2","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"775","LOCHWILLER","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"776","LOHR","1","0","3","0","4","0","1","0","2","3","3","3","0","0","2","1","3","1","1","0","1","0","2","0","0","0","3","1","3","1","1","0","2","5","3","7","0","0","1","3","1","3","0","0","1","0","1","0","0","0","0","1","1","1","0","0","1","1","1","1","0","0","2","0","2","0","0","0","1","1","1","1"
"777","LUPSTEIN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","2","0","2","0","1","0","1","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"778","LUTTER","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","3","0","3","0","0","0","0","1","0","1","0","0","1","2","1","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"779","LUTTERBACH,","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"780","mackenheim","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"781","MAENNOLSHEIM","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","2","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1"
"782","MAGNY","2","2","2","1","4","3","1","1","3","2","5","3","3","0","1","1","6","2","2","0","3","1","5","1","2","0","0","0","2","0","0","1","4","1","7","2","2","0","7","3","11","5","3","4","0","4","4","9","0","0","1","1","1","2","0","0","1","0","1","2","0","0","2","2","3","2","4","1","3","0","8","3"
"783","MAGSTATT LE BAS","0","0","4","0","4","0","0","0","0","2","0","2","0","1","1","1","1","2","0","0","2","0","3","0","0","0","0","1","0","2","0","0","3","3","3","3","0","0","4","0","5","0","0","1","4","3","4","4","0","0","2","1","2","3","0","0","3","2","3","2","0","0","2","1","2","2","0","0","1","6","1","7"
"784","MAGSTATT-LE-HAUT","2","3","14","23","20","30","4","1","10","16","17","20","0","2","15","15","17","22","1","4","24","32","30","43","2","4","17","15","25","22","2","6","27","29","30","36","2","1","24","24","29","25","1","5","29","30","32","40","1","2","24","19","30","28","2","1","19","31","25","36","3","1","22","27","26","32","3","4","10","22","17","32"
"785","MAISONSGOUTTE","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","0"
"786","MATTSTALL","0","0","0","0","1","0","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","2","0","0","1","1","0","2","1","0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","1","1","1","1","0","0","1","1"
"787","MELSHEIM","2","0","5","1","7","1","0","0","0","2","0","4","0","0","2","2","2","3","0","0","4","2","5","2","0","0","4","1","4","2","1","0","5","3","6","5","1","0","1","1","2","2","0","0","9","3","9","3","1","0","2","1","5","5","1","0","5","0","7","1","1","1","3","4","4","5","0","0","3","4","4","4"
"788","MENCHHOFFEN","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","1","0","1","0","2","1","4"
"789","MERTZEN","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"790","MIETESHEIM","0","0","0","1","1","2","0","0","0","0","2","3","0","1","0","1","3","6","0","0","3","1","6","2","0","1","3","1","6","4","0","0","2","0","2","0","1","0","2","3","5","3","1","0","4","2","5","2","0","0","4","1","4","3","1","1","3","3","5","5","0","1","2","0","2","1","0","0","2","1","4","2"
"791","MITSCHDORF","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"792","MITTELHAUSBERGEN","1","0","0","1","1","1","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","1","1","0","0","4","0","4","0","0","0","0","1","1","1","0","0","1","0","2","1"
"793","MITTELHAUSEN","1","0","0","0","2","1","0","0","0","0","1","0","1","1","3","2","4","4","0","0","0","1","0","2","0","0","0","1","0","2","1","0","2","1","7","2","0","1","3","0","3","2","0","0","1","1","1","2","0","0","1","0","2","0","2","1","1","2","4","3","0","0","2","1","3","1","0","0","1","2","3","2"
"794","MOLSHEIM CEDEX","0","1","0","0","0","1","0","0","0","2","0","2","0","0","3","1","3","1","1","0","4","2","5","2","0","0","3","0","3","0","0","0","2","0","3","0","0","0","3","0","3","0","0","0","0","2","0","2","0","0","2","0","2","0","0","0","2","0","3","0","0","0","3","4","3","4","0","0","2","2","2","4"
"795","MONTREUX VIEUX","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","1","0","0","0","0","2","0","2","0","0","1","1","2","1","0","1","0","1","0","3","0","0","1","0","2","0","0","0","1","1","1","1","0","0","0","1","1","1","0","0","1","0","1","1","0","0","0","0","1","1","0","0","1","0","1","0"
"796","MONTREUX-VIEUX","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","1","0","2","1","0","0","1","1","1","0","0","1","1","1","1","1","0","2","0","3","0","0","1","1","1","1","2","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","1","0","1","2"
"797","MOOSLARGUE","0","0","1","4","1","4","1","1","2","2","3","3","0","1","2","3","2","4","0","0","2","0","2","0","0","0","8","3","8","3","1","0","8","3","9","3","0","0","3","2","3","2","3","1","5","2","8","4","0","0","3","1","3","1","0","0","1","2","1","2","0","0","2","2","2","2","0","1","1","4","1","5"
"798","MORTZWILLER","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","0"
"799","MUHLBACH","0","2","2","3","2","5","0","0","0","0","0","1","1","0","2","0","3","0","1","0","4","2","8","3","0","0","2","1","2","1","0","0","3","2","4","2","0","0","5","2","7","2","0","0","2","1","2","1","0","0","2","0","3","0","0","1","1","0","1","3","0","0","1","1","1","3","0","0","2","3","2","3"
"800","MUHLBACH SUR BRUCHE","0","0","1","2","1","3","0","0","1","1","1","2","0","0","2","0","2","0","0","0","2","2","3","2","1","0","1","1","3","1","0","0","2","1","3","1","0","0","0","0","0","0","0","0","0","2","0","2","0","0","3","2","4","2","0","0","1","1","2","1","0","0","2","1","2","1","0","0","1","1","1","1"
"801","MULH0USE","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","0","0","1","2","1","0","1","0","0","0","1"
"802","MULHAUSEN","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"803","MULHOUSE BOURTZWILLER","0","0","0","0","2","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","1","0","0","1","0","1","0","0","0","1","0","2","1","0","0","1","1","1","1","0","0","1","2","1","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","3","0","0","0","0","0","0"
"804","MULHOUSE CEDEX","0","0","1","0","1","0","0","0","2","1","2","2","0","0","0","1","0","1","0","0","1","0","1","0","0","0","4","4","4","4","0","0","3","0","3","0","0","0","2","0","2","0","0","0","0","1","0","1","1","0","4","2","6","3","0","0","1","0","2","0","0","0","3","0","3","0","0","0","1","0","1","0"
"805","MULHOUSE DORNACH","0","0","2","1","2","1","1","0","0","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","2","0","2","0","0","0","1","2","1","2","0","1","3","2","3","3","0","0","0","1","0","1","0","1","0","0","0","1","0","0","2","0","3","0","0","1","1","3","1","4"
"806","MULOUSEE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"807","MUNCHHAUSEN","2","3","10","5","13","10","5","1","3","2","11","5","4","0","6","6","13","9","2","4","11","10","14","18","4","1","14","10","22","11","2","3","7","9","10","13","1","0","10","11","14","15","2","1","6","7","9","9","1","1","8","5","10","7","2","0","15","3","17","6","0","3","7","6","10","12","2","2","7","6","12","11"
"808","MURBACH","0","1","2","2","2","3","0","0","2","1","3","2","0","0","1","2","1","4","0","0","1","1","2","2","0","1","1","1","1","2","0","0","3","2","3","3","0","0","3","1","3","1","0","0","0","4","0","4","0","1","3","0","3","1","0","0","0","0","0","0","0","0","2","1","3","1","0","0","1","1","1","1"
"809","NEUBOIS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","1","0","0","0","1","0","1","0","0","1","1","1","2","1","0","1","0","2","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0"
"810","NEUGARTHEIM","0","0","2","2","3","2","0","0","0","3","1","4","0","2","1","3","1","5","0","0","1","1","1","1","0","1","3","1","3","3","1","0","5","2","8","2","0","0","5","3","6","3","0","0","0","2","0","2","1","1","1","2","3","3","0","0","5","3","6","5","0","1","2","1","2","2","0","0","2","3","2","4"
"811","NEUHAEUSEL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0"
"812","NEUNHOFFEN","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"813","NEUVILLER LA ROCHE","0","0","1","1","1","1","2","0","0","0","2","0","0","0","2","1","2","1","0","0","1","1","1","1","0","1","2","1","2","2","0","1","2","0","2","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","1","1","1","2","1","0","2","0","3","0","0","0","0","0","0","1","2","0","0","2","2","3"
"814","NEUWILLER","0","0","1","0","1","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","2","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"815","NIEDERBRUCK","0","0","0","0","0","0","1","0","2","4","3","4","0","0","0","0","0","0","1","0","1","1","2","2","2","0","2","0","4","0","1","0","1","0","3","0","0","0","2","1","2","1","0","0","1","1","1","2","0","0","2","1","2","1","0","0","0","0","0","1","2","1","2","0","4","1","1","0","1","0","2","0"
"816","NIEDERHASLACH","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","2","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"817","NIEDERHAUSBERGEN","0","0","1","0","1","0","0","0","2","0","2","0","1","0","2","1","3","2","0","0","3","0","4","1","0","0","0","1","0","2","0","0","1","1","2","1","0","0","2","1","3","1","0","0","1","0","1","0","0","0","1","0","1","0","0","0","1","1","1","1","0","0","1","1","1","1","0","0","1","0","1","1"
"818","NIEDERSEEBACH","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","1","1","0","0","1","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0"
